POPULATION,AREA,CAPACITY,Min_Temp_C,Max_Temp_C,Unemployment_Rate,OCCUPANCY_Rate
14685,5.9,70,9.4,19.3,14.9,0.4857142857142857
10010,0.6,55,9.4,19.3,14.9,0.9636363636363636
17050,3.6,47,9.4,19.3,14.9,0.9787234042553191
34365,3.7,30,9.4,19.3,14.9,0.0
17050,3.6,332,9.4,19.3,14.9,0.7078313253012049
21000,3.1,88,9.4,19.3,14.9,0.9431818181818182
9855,1.5,45,9.4,19.3,14.9,0.6
11565,1.7,15,9.4,19.3,14.9,0.6
13985,1.7,86,9.4,19.3,14.9,0.6511627906976745
13735,1.4,14,9.4,19.3,14.9,0.42857142857142855
25640,9.6,22,9.4,19.3,14.9,0.7727272727272727
26550,6.9,40,9.4,19.3,14.9,0.625
28345,1.4,44,9.4,19.3,14.9,0.4318181818181818
16425,4.1,30,9.4,19.3,14.9,1.0
17825,0.4,53,9.4,19.3,14.9,0.0
16310,1.4,47,9.4,19.3,14.9,0.851063829787234
16310,1.4,440,9.4,19.3,14.9,0.6931818181818182
14015,2.6,82,9.4,19.3,14.9,0.9878048780487805
21000,3.1,4,9.4,19.3,14.9,0.0
16310,1.4,120,9.4,19.3,14.9,0.5583333333333333
16310,1.4,363,9.4,19.3,14.9,0.512396694214876
14075,1.7,0,9.4,19.3,14.9,
10140,3.4,40,9.4,19.3,14.9,0.75
7790,1.4,39,9.4,19.3,14.9,0.9487179487179487
29180,2.8,27,9.4,19.3,14.9,0.5925925925925926
28345,1.4,19,9.4,19.3,14.9,0.5263157894736842
25640,9.6,90,9.4,19.3,14.9,0.7666666666666667
18500,1.5,20,9.4,19.3,14.9,0.95
29180,2.8,25,9.4,19.3,14.9,0.88
20635,4.6,62,9.4,19.3,14.9,0.7580645161290323
29180,2.8,48,9.4,19.3,14.9,0.0
32790,4.6,53,9.4,19.3,14.9,0.6981132075471698
24775,7.4,45,9.4,19.3,14.9,0.9333333333333333
7790,1.4,1122,7.8,16.6,14.9,0.7994652406417112
34635,3.7,101,7.8,16.6,14.9,0.5445544554455446
29180,2.8,76,7.8,16.6,14.9,0.40789473684210525
27870,7.4,352,7.8,16.6,14.9,0.7897727272727273
34650,14.9,12,7.8,16.6,14.9,0.75
26550,9.6,718,7.8,16.6,14.9,0.7632311977715878
21000,3.1,210,7.8,16.6,14.9,0.6
16310,1.4,110,7.8,16.6,14.9,0.7818181818181819
16615,3.1,69,7.8,16.6,14.9,1.0
16310,1.4,540,7.8,16.6,14.9,0.3888888888888889
43365,7.6,33,7.8,16.6,14.9,0.696969696969697
18500,1.5,223,7.8,16.6,14.9,0.5829596412556054
21075,2.2,28,7.8,16.6,14.9,1.0
28345,1.4,83,7.8,16.6,14.9,1.0
20840,2.6,40,7.8,16.6,14.9,1.0
16310,1.4,29,7.8,16.6,14.9,1.0
43365,7.6,50,7.8,16.6,14.9,1.0
17955,7.3,40,7.8,16.6,14.9,0.35
15005,2.9,14,7.8,16.6,14.9,0.7142857142857143
17825,0.4,16,7.8,16.6,14.9,1.0
28345,1.4,63,7.8,16.6,14.9,0.8888888888888888
28345,1.4,45,7.8,16.6,14.9,0.5555555555555556
14685,5.9,70,7.8,16.6,14.9,0.4857142857142857
10010,0.6,55,7.8,16.6,14.9,0.9454545454545454
17050,3.6,47,7.8,16.6,14.9,0.9574468085106383
34365,3.7,30,7.8,16.6,14.9,0.0
17050,3.6,332,7.8,16.6,14.9,0.7018072289156626
21000,3.1,88,7.8,16.6,14.9,0.9431818181818182
9855,1.5,45,7.8,16.6,14.9,0.6
11565,1.7,15,7.8,16.6,14.9,0.6
13985,1.7,86,7.8,16.6,14.9,0.6511627906976745
13735,1.4,14,7.8,16.6,14.9,0.42857142857142855
25640,9.6,22,7.8,16.6,14.9,0.7727272727272727
26550,6.9,40,7.8,16.6,14.9,0.625
28345,1.4,44,7.8,16.6,14.9,0.4318181818181818
16425,4.1,30,7.8,16.6,14.9,1.0
17825,0.4,53,7.8,16.6,14.9,0.0
16310,1.4,47,7.8,16.6,14.9,0.851063829787234
16310,1.4,440,7.8,16.6,14.9,0.6931818181818182
14015,2.6,82,7.8,16.6,14.9,0.975609756097561
21000,3.1,4,7.8,16.6,14.9,0.0
16310,1.4,120,7.8,16.6,14.9,0.5416666666666666
16310,1.4,363,7.8,16.6,14.9,0.512396694214876
14075,1.7,0,7.8,16.6,14.9,
10140,3.4,40,7.8,16.6,14.9,0.75
7790,1.4,39,7.8,16.6,14.9,0.9487179487179487
29180,2.8,27,7.8,16.6,14.9,0.5925925925925926
28345,1.4,19,7.8,16.6,14.9,0.5263157894736842
25640,9.6,90,7.8,16.6,14.9,0.7666666666666667
18500,1.5,20,7.8,16.6,14.9,0.95
29180,2.8,25,7.8,16.6,14.9,0.88
20635,4.6,62,7.8,16.6,14.9,0.7580645161290323
29180,2.8,48,7.8,16.6,14.9,0.0
32790,4.6,53,7.8,16.6,14.9,0.6415094339622641
24775,7.4,45,7.8,16.6,14.9,0.9333333333333333
7790,1.4,1122,9.7,23.8,14.9,0.7869875222816399
34635,3.7,101,9.7,23.8,14.9,0.5445544554455446
29180,2.8,76,9.7,23.8,14.9,0.35526315789473684
27870,7.4,352,9.7,23.8,14.9,0.8153409090909091
34650,14.9,12,9.7,23.8,14.9,0.75
26550,9.6,718,9.7,23.8,14.9,0.7493036211699164
21000,3.1,210,9.7,23.8,14.9,0.6
16310,1.4,110,9.7,23.8,14.9,0.7818181818181819
16615,3.1,69,9.7,23.8,14.9,1.0
16310,1.4,540,9.7,23.8,14.9,0.3888888888888889
43365,7.6,33,9.7,23.8,14.9,0.696969696969697
18500,1.5,223,9.7,23.8,14.9,0.5739910313901345
21075,2.2,28,9.7,23.8,14.9,1.0
28345,1.4,83,9.7,23.8,14.9,0.963855421686747
20840,2.6,40,9.7,23.8,14.9,0.975
16310,1.4,29,9.7,23.8,14.9,1.0
43365,7.6,50,9.7,23.8,14.9,0.98
17955,7.3,40,9.7,23.8,14.9,0.325
15005,2.9,14,9.7,23.8,14.9,0.7142857142857143
17825,0.4,16,9.7,23.8,14.9,1.0
28345,1.4,63,9.7,23.8,14.9,0.873015873015873
28345,1.4,45,9.7,23.8,14.9,0.5555555555555556
14685,5.9,70,9.7,23.8,14.9,0.4857142857142857
10010,0.6,55,9.7,23.8,14.9,0.9272727272727272
17050,3.6,47,9.7,23.8,14.9,0.9787234042553191
34365,3.7,30,9.7,23.8,14.9,0.0
17050,3.6,332,9.7,23.8,14.9,0.6626506024096386
21000,3.1,88,9.7,23.8,14.9,0.9431818181818182
9855,1.5,45,9.7,23.8,14.9,0.6
11565,1.7,15,9.7,23.8,14.9,0.5333333333333333
13985,1.7,86,9.7,23.8,14.9,0.6395348837209303
13735,1.4,14,9.7,23.8,14.9,0.42857142857142855
25640,9.6,22,9.7,23.8,14.9,0.7727272727272727
26550,6.9,40,9.7,23.8,14.9,0.575
28345,1.4,44,9.7,23.8,14.9,0.4318181818181818
16425,4.1,30,9.7,23.8,14.9,1.0
17825,0.4,53,9.7,23.8,14.9,0.0
16310,1.4,47,9.7,23.8,14.9,0.8297872340425532
16310,1.4,440,9.7,23.8,14.9,0.675
14015,2.6,82,9.7,23.8,14.9,1.0
21000,3.1,4,9.7,23.8,14.9,0.0
16310,1.4,120,9.7,23.8,14.9,0.55
16310,1.4,363,9.7,23.8,14.9,0.4986225895316804
14075,1.7,0,9.7,23.8,14.9,
10140,3.4,40,9.7,23.8,14.9,0.75
7790,1.4,39,9.7,23.8,14.9,0.9230769230769231
29180,2.8,27,9.7,23.8,14.9,0.5555555555555556
28345,1.4,19,9.7,23.8,14.9,0.42105263157894735
25640,9.6,90,9.7,23.8,14.9,0.7666666666666667
18500,1.5,20,9.7,23.8,14.9,0.95
29180,2.8,25,9.7,23.8,14.9,0.88
20635,4.6,62,9.7,23.8,14.9,0.6612903225806451
29180,2.8,48,9.7,23.8,14.9,0.0
32790,4.6,53,9.7,23.8,14.9,0.6415094339622641
24775,7.4,45,9.7,23.8,14.9,0.9333333333333333
7790,1.4,1122,14.1,23.2,14.9,0.786096256684492
34635,3.7,101,14.1,23.2,14.9,0.5445544554455446
29180,2.8,76,14.1,23.2,14.9,0.35526315789473684
27870,7.4,352,14.1,23.2,14.9,0.8181818181818182
34650,14.9,12,14.1,23.2,14.9,0.75
26550,9.6,718,14.1,23.2,14.9,0.7506963788300836
21000,3.1,210,14.1,23.2,14.9,0.6
16310,1.4,110,14.1,23.2,14.9,0.7818181818181819
16615,3.1,69,14.1,23.2,14.9,1.0
16310,1.4,540,14.1,23.2,14.9,0.387037037037037
43365,7.6,33,14.1,23.2,14.9,0.696969696969697
18500,1.5,223,14.1,23.2,14.9,0.57847533632287
21075,2.2,28,14.1,23.2,14.9,0.8214285714285714
28345,1.4,83,14.1,23.2,14.9,0.9759036144578314
20840,2.6,40,14.1,23.2,14.9,1.0
16310,1.4,29,14.1,23.2,14.9,1.0
43365,7.6,50,14.1,23.2,14.9,0.98
17955,7.3,40,14.1,23.2,14.9,0.35
15005,2.9,14,14.1,23.2,14.9,0.7142857142857143
17825,0.4,16,14.1,23.2,14.9,1.0
28345,1.4,63,14.1,23.2,14.9,0.873015873015873
28345,1.4,45,14.1,23.2,14.9,0.5555555555555556
14685,5.9,70,14.1,23.2,14.9,0.4857142857142857
10010,0.6,55,14.1,23.2,14.9,0.9636363636363636
17050,3.6,47,14.1,23.2,14.9,0.9574468085106383
34365,3.7,30,14.1,23.2,14.9,0.0
17050,3.6,332,14.1,23.2,14.9,0.6445783132530121
21000,3.1,88,14.1,23.2,14.9,0.9431818181818182
9855,1.5,45,14.1,23.2,14.9,0.5333333333333333
11565,1.7,15,14.1,23.2,14.9,0.4666666666666667
13985,1.7,86,14.1,23.2,14.9,0.6395348837209303
13735,1.4,14,14.1,23.2,14.9,0.42857142857142855
25640,9.6,22,14.1,23.2,14.9,0.7727272727272727
26550,6.9,40,14.1,23.2,14.9,0.575
28345,1.4,44,14.1,23.2,14.9,0.3409090909090909
16425,4.1,30,14.1,23.2,14.9,1.0
17825,0.4,53,14.1,23.2,14.9,0.0
16310,1.4,47,14.1,23.2,14.9,0.851063829787234
16310,1.4,440,14.1,23.2,14.9,0.675
14015,2.6,82,14.1,23.2,14.9,0.975609756097561
21000,3.1,4,14.1,23.2,14.9,0.0
16310,1.4,120,14.1,23.2,14.9,0.55
16310,1.4,363,14.1,23.2,14.9,0.44077134986225897
14075,1.7,0,14.1,23.2,14.9,
10140,3.4,40,14.1,23.2,14.9,0.75
7790,1.4,39,14.1,23.2,14.9,0.9230769230769231
29180,2.8,27,14.1,23.2,14.9,0.5555555555555556
28345,1.4,19,14.1,23.2,14.9,0.47368421052631576
25640,9.6,90,14.1,23.2,14.9,0.8222222222222222
18500,1.5,20,14.1,23.2,14.9,0.95
29180,2.8,25,14.1,23.2,14.9,0.88
20635,4.6,62,14.1,23.2,14.9,0.6612903225806451
29180,2.8,48,14.1,23.2,14.9,0.0
32790,4.6,53,14.1,23.2,14.9,0.6415094339622641
24775,7.4,45,14.1,23.2,14.9,0.9333333333333333
7790,1.4,1122,14.0,28.1,14.9,0.7834224598930482
34635,3.7,101,14.0,28.1,14.9,0.5445544554455446
29180,2.8,76,14.0,28.1,14.9,0.32894736842105265
27870,7.4,352,14.0,28.1,14.9,0.8181818181818182
34650,14.9,12,14.0,28.1,14.9,0.8333333333333334
26550,9.6,718,14.0,28.1,14.9,0.7534818941504178
21000,3.1,210,14.0,28.1,14.9,0.6
16310,1.4,110,14.0,28.1,14.9,0.7818181818181819
16615,3.1,69,14.0,28.1,14.9,0.9855072463768116
16310,1.4,540,14.0,28.1,14.9,0.38333333333333336
43365,7.6,33,14.0,28.1,14.9,0.7575757575757576
18500,1.5,223,14.0,28.1,14.9,0.5829596412556054
21075,2.2,28,14.0,28.1,14.9,0.8214285714285714
28345,1.4,83,14.0,28.1,14.9,0.9759036144578314
20840,2.6,40,14.0,28.1,14.9,1.0
16310,1.4,29,14.0,28.1,14.9,1.0
43365,7.6,50,14.0,28.1,14.9,0.98
17955,7.3,40,14.0,28.1,14.9,0.35
15005,2.9,16,14.0,28.1,14.9,0.625
17825,0.4,16,14.0,28.1,14.9,1.0
28345,1.4,63,14.0,28.1,14.9,0.873015873015873
28345,1.4,45,14.0,28.1,14.9,0.5555555555555556
14685,5.9,70,14.0,28.1,14.9,0.45714285714285713
10010,0.6,55,14.0,28.1,14.9,0.9636363636363636
17050,3.6,47,14.0,28.1,14.9,0.9361702127659575
34365,3.7,30,14.0,28.1,14.9,0.0
17050,3.6,332,14.0,28.1,14.9,0.6174698795180723
21000,3.1,88,14.0,28.1,14.9,0.9431818181818182
9855,1.5,45,14.0,28.1,14.9,0.5333333333333333
11565,1.7,15,14.0,28.1,14.9,0.3333333333333333
13985,1.7,86,14.0,28.1,14.9,0.6395348837209303
13735,1.4,14,14.0,28.1,14.9,0.42857142857142855
25640,9.6,22,14.0,28.1,14.9,0.7727272727272727
26550,6.9,40,14.0,28.1,14.9,0.55
28345,1.4,44,14.0,28.1,14.9,0.3409090909090909
16425,4.1,30,14.0,28.1,14.9,1.0
17825,0.4,53,14.0,28.1,14.9,0.0
16310,1.4,47,14.0,28.1,14.9,0.8297872340425532
16310,1.4,440,14.0,28.1,14.9,0.6704545454545454
14015,2.6,82,14.0,28.1,14.9,0.9878048780487805
21000,3.1,4,14.0,28.1,14.9,0.0
16310,1.4,120,14.0,28.1,14.9,0.5333333333333333
16310,1.4,363,14.0,28.1,14.9,0.4132231404958678
14075,1.7,0,14.0,28.1,14.9,
10140,3.4,40,14.0,28.1,14.9,0.75
7790,1.4,39,14.0,28.1,14.9,0.9230769230769231
29180,2.8,27,14.0,28.1,14.9,0.5555555555555556
28345,1.4,19,14.0,28.1,14.9,0.42105263157894735
25640,9.6,90,14.0,28.1,14.9,0.8222222222222222
18500,1.5,20,14.0,28.1,14.9,0.95
29180,2.8,25,14.0,28.1,14.9,0.88
20635,4.6,62,14.0,28.1,14.9,0.6612903225806451
29180,2.8,48,14.0,28.1,14.9,0.0
32790,4.6,53,14.0,28.1,14.9,0.6415094339622641
24775,7.4,45,14.0,28.1,14.9,0.9111111111111111
7790,1.4,1122,16.0,28.8,14.9,0.7834224598930482
34635,3.7,101,16.0,28.8,14.9,0.5445544554455446
29180,2.8,76,16.0,28.8,14.9,0.32894736842105265
27870,7.4,352,16.0,28.8,14.9,0.8181818181818182
34650,14.9,12,16.0,28.8,14.9,0.8333333333333334
26550,9.6,718,16.0,28.8,14.9,0.7715877437325905
21000,3.1,210,16.0,28.8,14.9,0.5904761904761905
16310,1.4,110,16.0,28.8,14.9,0.7636363636363637
16615,3.1,67,16.0,28.8,14.9,1.0
16310,1.4,540,16.0,28.8,14.9,0.38333333333333336
43365,7.6,33,16.0,28.8,14.9,0.7575757575757576
18500,1.5,223,16.0,28.8,14.9,0.5874439461883408
21075,2.2,28,16.0,28.8,14.9,0.8214285714285714
28345,1.4,83,16.0,28.8,14.9,0.9879518072289156
20840,2.6,40,16.0,28.8,14.9,1.0
16310,1.4,29,16.0,28.8,14.9,1.0
43365,7.6,50,16.0,28.8,14.9,0.98
17955,7.3,40,16.0,28.8,14.9,0.4
15005,2.9,16,16.0,28.8,14.9,0.5625
17825,0.4,16,16.0,28.8,14.9,1.0
28345,1.4,63,16.0,28.8,14.9,0.873015873015873
28345,1.4,45,16.0,28.8,14.9,0.5555555555555556
14685,5.9,70,16.0,28.8,14.9,0.42857142857142855
10010,0.6,55,16.0,28.8,14.9,0.9818181818181818
17050,3.6,47,16.0,28.8,14.9,0.9787234042553191
34365,3.7,30,16.0,28.8,14.9,0.0
17050,3.6,332,16.0,28.8,14.9,0.5813253012048193
21000,3.1,88,16.0,28.8,14.9,0.9431818181818182
9855,1.5,45,16.0,28.8,14.9,0.5333333333333333
11565,1.7,15,16.0,28.8,14.9,0.3333333333333333
13985,1.7,86,16.0,28.8,14.9,0.6395348837209303
13735,1.4,14,16.0,28.8,14.9,0.42857142857142855
25640,9.6,22,16.0,28.8,14.9,0.7727272727272727
26550,6.9,40,16.0,28.8,14.9,0.55
28345,1.4,44,16.0,28.8,14.9,0.3409090909090909
16425,4.1,30,16.0,28.8,14.9,1.0
17825,0.4,35,16.0,28.8,14.9,0.0
16310,1.4,47,16.0,28.8,14.9,0.851063829787234
16310,1.4,440,16.0,28.8,14.9,0.6477272727272727
14015,2.6,82,16.0,28.8,14.9,1.0
21000,3.1,4,16.0,28.8,14.9,0.0
16310,1.4,120,16.0,28.8,14.9,0.525
16310,1.4,363,16.0,28.8,14.9,0.3774104683195592
14075,1.7,0,16.0,28.8,14.9,
10140,3.4,40,16.0,28.8,14.9,0.75
7790,1.4,39,16.0,28.8,14.9,0.9230769230769231
29180,2.8,27,16.0,28.8,14.9,0.5555555555555556
28345,1.4,19,16.0,28.8,14.9,0.42105263157894735
25640,9.6,90,16.0,28.8,14.9,0.8222222222222222
18500,1.5,20,16.0,28.8,14.9,0.95
29180,2.8,25,16.0,28.8,14.9,0.88
20635,4.6,62,16.0,28.8,14.9,0.6612903225806451
29180,2.8,48,16.0,28.8,14.9,0.0
32790,4.6,53,16.0,28.8,14.9,0.6415094339622641
24775,7.4,45,16.0,28.8,14.9,0.9111111111111111
7790,1.4,1122,17.3,25.8,14.9,0.7834224598930482
34635,3.7,101,17.3,25.8,14.9,0.5445544554455446
29180,2.8,76,17.3,25.8,14.9,0.32894736842105265
27870,7.4,352,17.3,25.8,14.9,0.8267045454545454
34650,14.9,12,17.3,25.8,14.9,0.75
26550,9.6,718,17.3,25.8,14.9,0.766016713091922
21000,3.1,210,17.3,25.8,14.9,0.580952380952381
16310,1.4,110,17.3,25.8,14.9,0.8090909090909091
16615,3.1,67,17.3,25.8,14.9,1.0
16310,1.4,540,17.3,25.8,14.9,0.3814814814814815
43365,7.6,33,17.3,25.8,14.9,0.7878787878787878
18500,1.5,223,17.3,25.8,14.9,0.5874439461883408
21075,2.2,28,17.3,25.8,14.9,0.8214285714285714
28345,1.4,83,17.3,25.8,14.9,0.9879518072289156
20840,2.6,40,17.3,25.8,14.9,1.0
16310,1.4,29,17.3,25.8,14.9,0.9310344827586207
43365,7.6,50,17.3,25.8,14.9,0.98
17955,7.3,40,17.3,25.8,14.9,0.4
15005,2.9,16,17.3,25.8,14.9,0.5625
17825,0.4,16,17.3,25.8,14.9,1.0
28345,1.4,63,17.3,25.8,14.9,0.873015873015873
28345,1.4,45,17.3,25.8,14.9,0.5555555555555556
14685,5.9,70,17.3,25.8,14.9,0.42857142857142855
10010,0.6,55,17.3,25.8,14.9,0.9818181818181818
17050,3.6,47,17.3,25.8,14.9,0.9787234042553191
34365,3.7,30,17.3,25.8,14.9,0.0
17050,3.6,332,17.3,25.8,14.9,0.5481927710843374
21000,3.1,88,17.3,25.8,14.9,0.9318181818181818
9855,1.5,45,17.3,25.8,14.9,0.4444444444444444
11565,1.7,15,17.3,25.8,14.9,0.5333333333333333
13985,1.7,86,17.3,25.8,14.9,0.6395348837209303
13735,1.4,14,17.3,25.8,14.9,0.42857142857142855
25640,9.6,22,17.3,25.8,14.9,0.7727272727272727
26550,6.9,40,17.3,25.8,14.9,0.55
28345,1.4,44,17.3,25.8,14.9,0.3409090909090909
16425,4.1,30,17.3,25.8,14.9,1.0
17825,0.4,35,17.3,25.8,14.9,0.0
16310,1.4,47,17.3,25.8,14.9,0.8085106382978723
16310,1.4,440,17.3,25.8,14.9,0.6409090909090909
14015,2.6,82,17.3,25.8,14.9,1.0
21000,3.1,4,17.3,25.8,14.9,0.0
16310,1.4,120,17.3,25.8,14.9,0.475
16310,1.4,363,17.3,25.8,14.9,0.36363636363636365
14075,1.7,0,17.3,25.8,14.9,
10140,3.4,40,17.3,25.8,14.9,0.75
7790,1.4,39,17.3,25.8,14.9,0.9230769230769231
29180,2.8,27,17.3,25.8,14.9,0.5555555555555556
28345,1.4,19,17.3,25.8,14.9,0.47368421052631576
25640,9.6,90,17.3,25.8,14.9,0.8555555555555555
18500,1.5,20,17.3,25.8,14.9,0.95
29180,2.8,25,17.3,25.8,14.9,0.88
20635,4.6,62,17.3,25.8,14.9,0.6612903225806451
29180,2.8,48,17.3,25.8,14.9,0.0
32790,4.6,53,17.3,25.8,14.9,0.6415094339622641
24775,7.4,45,17.3,25.8,14.9,0.9111111111111111
7790,1.4,1122,15.2,25.3,14.9,0.7798573975044564
34635,3.7,101,15.2,25.3,14.9,0.5445544554455446
29180,2.8,76,15.2,25.3,14.9,0.32894736842105265
27870,7.4,352,15.2,25.3,14.9,0.8210227272727273
34650,14.9,12,15.2,25.3,14.9,0.8333333333333334
26550,9.6,718,15.2,25.3,14.9,0.7618384401114207
21000,3.1,210,15.2,25.3,14.9,0.580952380952381
16310,1.4,110,15.2,25.3,14.9,0.8090909090909091
16615,3.1,67,15.2,25.3,14.9,1.0
16310,1.4,540,15.2,25.3,14.9,0.3814814814814815
43365,7.6,33,15.2,25.3,14.9,0.7878787878787878
18500,1.5,223,15.2,25.3,14.9,0.5829596412556054
21075,2.2,28,15.2,25.3,14.9,0.8214285714285714
28345,1.4,83,15.2,25.3,14.9,0.9759036144578314
20840,2.6,40,15.2,25.3,14.9,1.0
16310,1.4,29,15.2,25.3,14.9,1.0
43365,7.6,50,15.2,25.3,14.9,0.98
17955,7.3,40,15.2,25.3,14.9,0.4
15005,2.9,16,15.2,25.3,14.9,0.5625
17825,0.4,16,15.2,25.3,14.9,0.9375
28345,1.4,63,15.2,25.3,14.9,0.9206349206349206
28345,1.4,45,15.2,25.3,14.9,0.5333333333333333
14685,5.9,70,15.2,25.3,14.9,0.42857142857142855
10010,0.6,55,15.2,25.3,14.9,0.9818181818181818
17050,3.6,47,15.2,25.3,14.9,0.9574468085106383
34365,3.7,30,15.2,25.3,14.9,0.0
17050,3.6,332,15.2,25.3,14.9,0.5120481927710844
21000,3.1,88,15.2,25.3,14.9,0.9318181818181818
9855,1.5,45,15.2,25.3,14.9,0.4444444444444444
11565,1.7,15,15.2,25.3,14.9,0.6666666666666666
13985,1.7,86,15.2,25.3,14.9,0.6395348837209303
13735,1.4,14,15.2,25.3,14.9,0.42857142857142855
25640,9.6,22,15.2,25.3,14.9,0.7727272727272727
26550,6.9,40,15.2,25.3,14.9,0.525
28345,1.4,44,15.2,25.3,14.9,0.3409090909090909
16425,4.1,30,15.2,25.3,14.9,1.0
17825,0.4,35,15.2,25.3,14.9,0.0
16310,1.4,47,15.2,25.3,14.9,0.851063829787234
16310,1.4,440,15.2,25.3,14.9,0.6409090909090909
14015,2.6,82,15.2,25.3,14.9,1.0
21000,3.1,4,15.2,25.3,14.9,0.0
16310,1.4,120,15.2,25.3,14.9,0.475
16310,1.4,363,15.2,25.3,14.9,0.36363636363636365
14075,1.7,0,15.2,25.3,14.9,
10140,3.4,40,15.2,25.3,14.9,0.75
7790,1.4,39,15.2,25.3,14.9,0.8974358974358975
29180,2.8,27,15.2,25.3,14.9,0.5555555555555556
28345,1.4,19,15.2,25.3,14.9,0.47368421052631576
25640,9.6,90,15.2,25.3,14.9,0.8555555555555555
18500,1.5,20,15.2,25.3,14.9,0.95
29180,2.8,25,15.2,25.3,14.9,0.88
20635,4.6,62,15.2,25.3,14.9,0.6612903225806451
29180,2.8,48,15.2,25.3,14.9,0.0
32790,4.6,53,15.2,25.3,14.9,0.6415094339622641
24775,7.4,45,15.2,25.3,14.9,0.9111111111111111
7790,1.4,1122,12.7,21.6,14.9,0.7798573975044564
34635,3.7,101,12.7,21.6,14.9,0.5445544554455446
29180,2.8,76,12.7,21.6,14.9,0.32894736842105265
27870,7.4,352,12.7,21.6,14.9,0.8238636363636364
34650,14.9,12,12.7,21.6,14.9,0.8333333333333334
26550,9.6,718,12.7,21.6,14.9,0.7534818941504178
21000,3.1,210,12.7,21.6,14.9,0.580952380952381
16310,1.4,110,12.7,21.6,14.9,0.8
16615,3.1,67,12.7,21.6,14.9,1.0
16310,1.4,540,12.7,21.6,14.9,0.38333333333333336
43365,7.6,33,12.7,21.6,14.9,0.8181818181818182
18500,1.5,223,12.7,21.6,14.9,0.5829596412556054
21075,2.2,28,12.7,21.6,14.9,0.8214285714285714
28345,1.4,83,12.7,21.6,14.9,0.9879518072289156
20840,2.6,40,12.7,21.6,14.9,1.0
16310,1.4,29,12.7,21.6,14.9,1.0
43365,7.6,50,12.7,21.6,14.9,0.98
17955,7.3,40,12.7,21.6,14.9,0.375
15005,2.9,16,12.7,21.6,14.9,0.5625
17825,0.4,16,12.7,21.6,14.9,1.0
28345,1.4,63,12.7,21.6,14.9,0.9206349206349206
28345,1.4,45,12.7,21.6,14.9,0.5333333333333333
14685,5.9,70,12.7,21.6,14.9,0.42857142857142855
10010,0.6,55,12.7,21.6,14.9,0.9090909090909091
17050,3.6,47,12.7,21.6,14.9,0.9574468085106383
34365,3.7,30,12.7,21.6,14.9,0.0
17050,3.6,332,12.7,21.6,14.9,0.5030120481927711
21000,3.1,88,12.7,21.6,14.9,0.9318181818181818
9855,1.5,45,12.7,21.6,14.9,0.4444444444444444
11565,1.7,15,12.7,21.6,14.9,0.6666666666666666
13985,1.7,86,12.7,21.6,14.9,0.6395348837209303
13735,1.4,14,12.7,21.6,14.9,0.42857142857142855
25640,9.6,22,12.7,21.6,14.9,0.7727272727272727
26550,6.9,40,12.7,21.6,14.9,0.525
28345,1.4,44,12.7,21.6,14.9,0.3409090909090909
16425,4.1,30,12.7,21.6,14.9,0.9666666666666667
17825,0.4,35,12.7,21.6,14.9,0.0
16310,1.4,47,12.7,21.6,14.9,0.851063829787234
16310,1.4,440,12.7,21.6,14.9,0.6409090909090909
14015,2.6,82,12.7,21.6,14.9,1.0
21000,3.1,4,12.7,21.6,14.9,0.0
16310,1.4,120,12.7,21.6,14.9,0.475
16310,1.4,363,12.7,21.6,14.9,0.36639118457300274
14075,1.7,0,12.7,21.6,14.9,
10140,3.4,40,12.7,21.6,14.9,0.75
7790,1.4,39,12.7,21.6,14.9,0.9230769230769231
29180,2.8,27,12.7,21.6,14.9,0.48148148148148145
28345,1.4,19,12.7,21.6,14.9,0.47368421052631576
25640,9.6,90,12.7,21.6,14.9,0.8555555555555555
18500,1.5,20,12.7,21.6,14.9,0.95
29180,2.8,25,12.7,21.6,14.9,0.88
20635,4.6,62,12.7,21.6,14.9,0.6612903225806451
29180,2.8,48,12.7,21.6,14.9,0.0
32790,4.6,53,12.7,21.6,14.9,0.6415094339622641
24775,7.4,45,12.7,21.6,14.9,0.9111111111111111
7790,1.4,1122,12.2,22.8,14.9,0.7780748663101604
34635,3.7,101,12.2,22.8,14.9,0.5445544554455446
29180,2.8,76,12.2,22.8,14.9,0.32894736842105265
27870,7.4,352,12.2,22.8,14.9,0.8295454545454546
34650,14.9,12,12.2,22.8,14.9,0.9166666666666666
26550,9.6,718,12.2,22.8,14.9,0.7395543175487466
21000,3.1,210,12.2,22.8,14.9,0.580952380952381
16310,1.4,110,12.2,22.8,14.9,0.8
16615,3.1,67,12.2,22.8,14.9,1.0
16310,1.4,540,12.2,22.8,14.9,0.387037037037037
43365,7.6,33,12.2,22.8,14.9,0.8787878787878788
18500,1.5,223,12.2,22.8,14.9,0.5829596412556054
21075,2.2,28,12.2,22.8,14.9,0.8214285714285714
28345,1.4,83,12.2,22.8,14.9,0.9759036144578314
20840,2.6,40,12.2,22.8,14.9,1.0
16310,1.4,29,12.2,22.8,14.9,1.0
43365,7.6,50,12.2,22.8,14.9,0.96
17955,7.3,40,12.2,22.8,14.9,0.4
15005,2.9,16,12.2,22.8,14.9,0.5625
17825,0.4,16,12.2,22.8,14.9,1.0
28345,1.4,63,12.2,22.8,14.9,0.9047619047619048
28345,1.4,45,12.2,22.8,14.9,0.5333333333333333
